	ModName	FuncName	CodeLine	TotalTime	AvgTime	PctTime	Hits	PctHits	LineText	
214	C:\IG\IG\PRE\FBorrar.frm	VScroll1_Change	3	0	0	0.00%	0	0.00%	Text2 = "No hay Solido seleccionado"	
215	C:\IG\IG\PRE\FBorrar.frm	VScroll1_Change	4	0	0	0.00%	0	0.00%	DiDominio	
216	C:\IG\IG\PRE\FBorrar.frm	VScroll1_Change	5	0	0	0.00%	0	0.00%	DiSolido	
217	C:\IG\IG\PRE\FBorrar.frm	VScroll1_Change	6	0	0	0.00%	0	0.00%	For K = 0 To 6	
218	C:\IG\IG\PRE\FBorrar.frm	VScroll1_Change	7	0	0	0.00%	0	0.00%	Text1(K) = ""	
219	C:\IG\IG\PRE\FBorrar.frm	VScroll1_Change	8	0	0	0.00%	0	0.00%	Text2 = "Solido Nº " & VScroll1	
220	C:\IG\IG\PRE\FBorrar.frm	VScroll1_Change	9	0	0	0.00%	0	0.00%	DiDominio	
221	C:\IG\IG\PRE\FBorrar.frm	VScroll1_Change	10	0	0	0.00%	0	0.00%	DiSolido	
222	C:\IG\IG\PRE\FBorrar.frm	VScroll1_Change	11	0	0	0.00%	0	0.00%	For K = 0 To 6	
223	C:\IG\IG\PRE\FCF.frm	Check2_Click	3	0	0	0.00%	0	0.00%	Text1(Index).Enabled = Not (vbChecked = Check2(Index))	
224	C:\IG\IG\PRE\FBorrar.frm	VScroll1_Change	13	0	0	0.00%	0	0.00%	Picture1.Line (S(0, VScroll1), S(1, VScroll1))-(S(2, VScroll1), S(3, VScroll1)), vbYellow, BF	
225	C:\IG\IG\PRE\FE.frm	Combo1_Click	13	0	0	0.00%	0	0.00%	Text1(0) = Xs(1, Combo1.ListIndex + 1)	
226	C:\IG\IG\PRE\FCF.frm	Check1_Click	2	0	0	0.00%	0	0.00%	If Check1 = vbChecked Then	
227	C:\IG\IG\PRE\FCF.frm	Check1_Click	3	0	0	0.00%	0	0.00%	For I = 0 To 3	
228	C:\IG\IG\PRE\FCF.frm	Check1_Click	4	0	0	0.00%	0	0.00%	Option1(I).Enabled = True	
229	C:\IG\IG\PRE\FCF.frm	Check1_Click	5	0	0	0.00%	0	0.00%	Option1(0) = Not Check1	
230	C:\IG\IG\PRE\FCF.frm	Check1_Click	6	0	0	0.00%	0	0.00%	For I = 0 To 3	
231	C:\IG\IG\PRE\FCF.frm	Check1_Click	7	0	0	0.00%	0	0.00%	Option1(I).Enabled = False	
232	C:\IG\IG\PRE\FCF.frm	Check1_Click	8	0	0	0.00%	0	0.00%	Option1(I) = False	
233	C:\IG\IG\PRE\FCF.frm	Check1_Click	9	0	0	0.00%	0	0.00%	Check2(I).Enabled = True	
234	C:\IG\IG\PRE\FCF.frm	Check1_Click	10	0	0	0.00%	0	0.00%	Text1(I).Enabled = Not (vbChecked = Check2(I))	
235	C:\IG\IG\PRE\FCF.frm	Check1_Click	11	0	0	0.00%	0	0.00%	Simetria = 0	
236	C:\IG\IG\PRE\FCF.frm	Check1_Click	12	0	0	0.00%	0	0.00%	Command2.Enabled = False	
237	C:\IG\IG\PRE\FCF.frm	Check1_Click	13	0	0	0.00%	0	0.00%	Command3.Enabled = False	
238	C:\IG\IG\PRE\FCF.frm	Check1_Click	14	0	0	0.00%	0	0.00%	Command4.Enabled = False	
239	C:\IG\IG\PRE\FBorrar.frm	VScroll1_Change	12	0	0	0.00%	0	0.00%	Text1(K) = S(K, VScroll1)	
240	C:\IG\IG\PRE\FMalla.frm	Option4_Click	3	0	0	0.00%	0	0.00%	Tmx(VScroll1) = 2	
241	C:\IG\IG\PRE\FMalla.frm	Option2_Click	33	0	0	0.00%	0	0.00%	Tmy(VScroll1) = 1	
242	C:\IG\IG\PRE\FMalla.frm	Option2_Click	34	0	0	0.00%	0	0.00%	Option3 = True	
243	C:\IG\IG\PRE\FMalla.frm	Option2_Click	35	0	0	0.00%	0	0.00%	PowY(VScroll1) = 1	
244	C:\IG\IG\PRE\FMalla.frm	Option2_Click	36	0	0	0.00%	0	0.00%	If Ns > 0 Then	
245	C:\IG\IG\PRE\FMalla.frm	Option2_Click	37	0	0	0.00%	0	0.00%	For K = 1 To Ns	
246	C:\IG\IG\PRE\FMalla.frm	Option2_Click	38	0	0	0.00%	0	0.00%	Picture1.Line (S(0, K), S(1, K))-(S(2, K), S(3, K)), , B	
247	C:\IG\IG\PRE\FMalla.frm	Option2_Click	39	0	0	0.00%	0	0.00%	Picture1.CurrentX = S(0, K) / 2 + S(2, K) / 2	
248	C:\IG\IG\PRE\FMalla.frm	Option2_Click	40	0	0	0.00%	0	0.00%	Picture1.CurrentY = S(1, K) / 2 + S(3, K) / 2	
249	C:\IG\IG\PRE\FMalla.frm	Option3_Click	1	0	0	0.00%	0	0.00%	>>Entry Point<<	
250	C:\IG\IG\PRE\FMalla.frm	Option3_Click	2	0	0	0.00%	0	0.00%	If Option1 Then	
251	C:\IG\IG\PRE\FMalla.frm	Option3_Click	3	0	0	0.00%	0	0.00%	Tmx(VScroll1) = 1	
252	C:\IG\IG\PRE\FMalla.frm	Option3_Click	4	0	0	0.00%	0	0.00%	Tmy(VScroll1) = 1	
253	C:\IG\IG\PRE\FE.frm	Option2_Click	6	0	0	0.00%	0	0.00%	Case Option1(0)	
254	C:\IG\IG\PRE\FMalla.frm	Option4_Click	2	0	0	0.00%	0	0.00%	If Option1 Then	
255	C:\IG\IG\PRE\FMalla.frm	Option2_Click	30	0	0	0.00%	0	0.00%	Case 5	
256	C:\IG\IG\PRE\FMalla.frm	Option4_Click	4	0	0	0.00%	0	0.00%	Tmy(VScroll1) = 2	
257	C:\IG\IG\PRE\FMalla.frm	Option5_Click	1	0	0	0.00%	0	0.00%	>>Entry Point<<	
258	C:\IG\IG\PRE\FMalla.frm	Option5_Click	2	0	0	0.00%	0	0.00%	If Option1 Then	
259	C:\IG\IG\PRE\FMalla.frm	Option5_Click	3	0	0	0.00%	0	0.00%	Tmx(VScroll1) = 3	
260	C:\IG\IG\PRE\FMalla.frm	Option5_Click	4	0	0	0.00%	0	0.00%	Tmy(VScroll1) = 3	
261	C:\IG\IG\PRE\FMalla.frm	Option6_Click	1	0	0	0.00%	0	0.00%	>>Entry Point<<	
262	C:\IG\IG\PRE\FMalla.frm	Option6_Click	2	0	0	0.00%	0	0.00%	If Option1 Then	
263	C:\IG\IG\PRE\FMalla.frm	Option6_Click	3	0	0	0.00%	0	0.00%	Tmx(VScroll1) = 4	
264	C:\IG\IG\PRE\FMalla.frm	Option6_Click	4	0	0	0.00%	0	0.00%	Tmy(VScroll1) = 4	
265	C:\IG\IG\PRE\FMalla.frm	Option7_Click	1	0	0	0.00%	0	0.00%	>>Entry Point<<	
266	C:\IG\IG\PRE\FMalla.frm	Option7_Click	2	0	0	0.00%	0	0.00%	If Option1 Then	
267	C:\IG\IG\PRE\FMalla.frm	Option7_Click	3	0	0	0.00%	0	0.00%	Tmx(VScroll1) = 5	
268	C:\IG\IG\PRE\FMalla.frm	Option4_Click	1	0	0	0.00%	0	0.00%	>>Entry Point<<	
269	C:\IG\IG\PRE\FMalla.frm	Option2_Click	17	0	0	0.00%	0	0.00%	Text3 = PowY(VScroll1)	
270	C:\IG\IG\PRE\FMalla.frm	Option2_Click	3	0	0	0.00%	0	0.00%	VScroll1.Max = 1	
271	C:\IG\IG\PRE\FMalla.frm	Option2_Click	4	0	0	0.00%	0	0.00%	VScroll1.Min = Ndy	
272	C:\IG\IG\PRE\FMalla.frm	Option2_Click	5	0	0	0.00%	0	0.00%	VScroll1 = 1	
273	C:\IG\IG\PRE\FMalla.frm	Option2_Click	6	0	0	0.00%	0	0.00%	Option3.Caption = "Volumenes de control uniforme"	
274	C:\IG\IG\PRE\FMalla.frm	Option2_Click	7	0	0	0.00%	0	0.00%	Option4.Caption = "Agrupados a los extremos"	
275	C:\IG\IG\PRE\FMalla.frm	Option2_Click	8	0	0	0.00%	0	0.00%	Option5.Caption = "Agrupados al centro"	
276	C:\IG\IG\PRE\FMalla.frm	Option2_Click	9	0	0	0.00%	0	0.00%	Option6.Caption = "Agrupados abajo"	
277	C:\IG\IG\PRE\FMalla.frm	Option2_Click	10	0	0	0.00%	0	0.00%	Option7.Caption = "Agrupados ariba"	
278	C:\IG\IG\PRE\FMalla.frm	Option2_Click	11	0	0	0.00%	0	0.00%	Old = Picture1.FillStyle	
279	C:\IG\IG\PRE\FMalla.frm	Option2_Click	12	0	0	0.00%	0	0.00%	OldC = Picture1.FillColor	
280	C:\IG\IG\PRE\FMalla.frm	Option2_Click	13	0	0	0.00%	0	0.00%	Picture1.FillStyle = 2	
281	C:\IG\IG\PRE\FMalla.frm	Option2_Click	14	0	0	0.00%	0	0.00%	Picture1.FillColor = QBColor(10)	
282	C:\IG\IG\PRE\FMalla.frm	Option2_Click	32	0	0	0.00%	0	0.00%	Case Else	
283	C:\IG\IG\PRE\FMalla.frm	Option2_Click	16	0	0	0.00%	0	0.00%	Text2 = M(VScroll1)	
284	C:\IG\IG\PRE\FMalla.frm	Option2_Click	31	0	0	0.00%	0	0.00%	Option7 = True	
285	C:\IG\IG\PRE\FMalla.frm	Option2_Click	18	0	0	0.00%	0	0.00%	Picture1.Line (0, Dy(1, VScroll1) + Dy(0, VScroll1))-(Xl, Dy(0, VScroll1)), , B	
286	C:\IG\IG\PRE\FMalla.frm	Option2_Click	19	0	0	0.00%	0	0.00%	Picture1.FillStyle = Old	
287	C:\IG\IG\PRE\FMalla.frm	Option2_Click	20	0	0	0.00%	0	0.00%	Picture1.FillColor = OldC	
288	C:\IG\IG\PRE\FMalla.frm	Option2_Click	21	0	0	0.00%	0	0.00%	Picture1.Line (0, 0)-(Xl, Yl), , B	
289	C:\IG\IG\PRE\FMalla.frm	Option2_Click	22	0	0	0.00%	0	0.00%	Case 1	
290	C:\IG\IG\PRE\FMalla.frm	Option2_Click	23	0	0	0.00%	0	0.00%	Option3 = True	
291	C:\IG\IG\PRE\FMalla.frm	Option2_Click	24	0	0	0.00%	0	0.00%	Case 2	
292	C:\IG\IG\PRE\FMalla.frm	Option2_Click	25	0	0	0.00%	0	0.00%	Option4 = True	
293	C:\IG\IG\PRE\FMalla.frm	Option2_Click	26	0	0	0.00%	0	0.00%	Case 3	
294	C:\IG\IG\PRE\FMalla.frm	Option2_Click	27	0	0	0.00%	0	0.00%	Option5 = True	
295	C:\IG\IG\PRE\FMalla.frm	Option2_Click	28	0	0	0.00%	0	0.00%	Case 4	
296	C:\IG\IG\PRE\FMalla.frm	Option2_Click	29	0	0	0.00%	0	0.00%	Option6 = True	
297	C:\IG\IG\PRE\FMalla.frm	Text2_Change	2	0	0	0.00%	0	0.00%	If Option1 Then	
298	C:\IG\IG\PRE\FMalla.frm	Option2_Click	15	0	0	0.00%	0	0.00%	Text1 = BloqY(VScroll1)	
299	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	38	0	0	0.00%	0	0.00%	Option4 = True	
300	C:\IG\IG\PRE\FMalla.frm	Option7_Click	4	0	0	0.00%	0	0.00%	Tmy(VScroll1) = 5	
301	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	25	0	0	0.00%	0	0.00%	Picture1.Line (Dx(1, VScroll1) + Dx(0, VScroll1), 0)-(Dx(0, VScroll1), Yl), , B	
302	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	26	0	0	0.00%	0	0.00%	Picture1.FillStyle = Old	
303	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	27	0	0	0.00%	0	0.00%	Picture1.FillColor = OldC	
304	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	28	0	0	0.00%	0	0.00%	Case False	
305	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	29	0	0	0.00%	0	0.00%	Text1 = BloqY(VScroll1)	
306	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	30	0	0	0.00%	0	0.00%	Picture1.FillStyle = 2	
307	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	31	0	0	0.00%	0	0.00%	Picture1.Line (0, Dy(1, VScroll1) + Dy(0, VScroll1))-(Xl, Dy(0, VScroll1)), , B	
308	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	32	0	0	0.00%	0	0.00%	Picture1.FillStyle = Old	
309	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	33	0	0	0.00%	0	0.00%	Picture1.FillColor = OldC	
310	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	34	0	0	0.00%	0	0.00%	Text2 = M(VScroll1)	
311	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	35	0	0	0.00%	0	0.00%	Case 1	
312	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	23	0	0	0.00%	0	0.00%	Text3 = PowX(VScroll1)	
313	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	37	0	0	0.00%	0	0.00%	Case 2	
314	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	22	0	0	0.00%	0	0.00%	PowX(VScroll1) = 1	
315	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	39	0	0	0.00%	0	0.00%	Case 3	
316	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	40	0	0	0.00%	0	0.00%	Option5 = True	
317	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	41	0	0	0.00%	0	0.00%	Case 4	
318	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	42	0	0	0.00%	0	0.00%	Option6 = True	
319	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	43	0	0	0.00%	0	0.00%	Case 5	
320	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	44	0	0	0.00%	0	0.00%	Option7 = True	
321	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	45	0	0	0.00%	0	0.00%	Case Else	
322	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	46	0	0	0.00%	0	0.00%	Tmy(VScroll1) = 1	
323	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	47	0	0	0.00%	0	0.00%	Option3 = True	
324	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	48	0	0	0.00%	0	0.00%	PowY(VScroll1) = 1	
325	C:\IG\IG\PRE\FV.FRM	LlenarC	1	0	0	0.00%	0	0.00%	>>Entry Point<<	
326	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	50	0	0	0.00%	0	0.00%	Picture1.Line (0, 0)-(Xl, Yl), , B	
327	C:\IG\IG\PRE\FRegion.frm	Combo1_Click	20	0	0	0.00%	0	0.00%	Label2 = "xmin.= " & XU(Xs(1, Combo1.ListIndex + 1) + 1)	
328	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	36	0	0	0.00%	0	0.00%	Option3 = True	
329	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	8	0	0	0.00%	0	0.00%	Text2 = L(VScroll1)	
330	C:\IG\IG\PRE\FMalla.frm	Option1_Click	40	0	0	0.00%	0	0.00%	Picture1.CurrentY = S(1, K) / 2 + S(3, K) / 2	
331	C:\IG\IG\PRE\FMalla.frm	Text2_Change	3	0	0	0.00%	0	0.00%	L(VScroll1) = Val(Text2)	
332	C:\IG\IG\PRE\FMalla.frm	Text2_Change	4	0	0	0.00%	0	0.00%	M(VScroll1) = Val(Text2)	
333	C:\IG\IG\PRE\FMalla.frm	Text3_Change	1	0	0	0.00%	0	0.00%	>>Entry Point<<	
334	C:\IG\IG\PRE\FMalla.frm	Text3_Change	2	0	0	0.00%	0	0.00%	If Option1 Then	
335	C:\IG\IG\PRE\FMalla.frm	Text3_Change	3	0	0	0.00%	0	0.00%	PowX(VScroll1) = Val(Text3)	
336	C:\IG\IG\PRE\FMalla.frm	Text3_Change	4	0	0	0.00%	0	0.00%	PowY(VScroll1) = Val(Text3)	
337	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	1	0	0	0.00%	0	0.00%	>>Entry Point<<	
338	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	2	0	0	0.00%	0	0.00%	Picture1.Cls	
339	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	3	0	0	0.00%	0	0.00%	Old = Picture1.FillStyle	
340	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	4	0	0	0.00%	0	0.00%	OldC = Picture1.FillColor	
341	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	5	0	0	0.00%	0	0.00%	Picture1.FillColor = QBColor(10)	
342	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	24	0	0	0.00%	0	0.00%	Picture1.FillStyle = 3	
343	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	7	0	0	0.00%	0	0.00%	Text1 = BloqX(VScroll1)	
344	C:\IG\IG\PRE\FMalla.frm	Text2_Change	1	0	0	0.00%	0	0.00%	>>Entry Point<<	
345	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	9	0	0	0.00%	0	0.00%	Case 1	
346	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	10	0	0	0.00%	0	0.00%	Option3 = True	
347	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	11	0	0	0.00%	0	0.00%	Case 2	
348	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	12	0	0	0.00%	0	0.00%	Option4 = True	
349	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	13	0	0	0.00%	0	0.00%	Case 3	
350	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	14	0	0	0.00%	0	0.00%	Option5 = True	
351	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	15	0	0	0.00%	0	0.00%	Case 4	
352	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	16	0	0	0.00%	0	0.00%	Option6 = True	
353	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	17	0	0	0.00%	0	0.00%	Case 5	
354	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	18	0	0	0.00%	0	0.00%	Option7 = True	
355	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	19	0	0	0.00%	0	0.00%	Case Else	
356	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	20	0	0	0.00%	0	0.00%	Tmx(VScroll1) = 1	
357	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	21	0	0	0.00%	0	0.00%	Option3 = True	
358	C:\IG\IG\PRE\FMalla.frm	VScroll1_Change	6	0	0	0.00%	0	0.00%	Case True	
359	C:\IG\IG\PRE\FE.frm	Option2_Click	53	0	0	0.00%	0	0.00%	Txs(1, Combo1.ListIndex + 1) = Index	
360	C:\IG\IG\PRE\FMalla.frm	Form_Activate	7	0	0	0.00%	0	0.00%	BloqY(K) = "Bloque Y " & Str(K)	
361	C:\IG\IG\PRE\FE.frm	Option2_Click	40	0	0	0.00%	0	0.00%	Label3(0) = "q"	
362	C:\IG\IG\PRE\FE.frm	Option2_Click	41	0	0	0.00%	0	0.00%	Label3(1).Visible = False	
363	C:\IG\IG\PRE\FE.frm	Option2_Click	42	0	0	0.00%	0	0.00%	Case Option1(0)	
364	C:\IG\IG\PRE\FE.frm	Option2_Click	43	0	0	0.00%	0	0.00%	For I = 0 To 1	
365	C:\IG\IG\PRE\FE.frm	Option2_Click	44	0	0	0.00%	0	0.00%	Text2(I) = Txi(I + 2, Combo1.ListIndex + 1)	
366	C:\IG\IG\PRE\FE.frm	Option2_Click	45	0	0	0.00%	0	0.00%	Txi(1, Combo1.ListIndex + 1) = Index	
367	C:\IG\IG\PRE\FE.frm	Option2_Click	46	0	0	0.00%	0	0.00%	Case Option1(1)	
368	C:\IG\IG\PRE\FE.frm	Option2_Click	47	0	0	0.00%	0	0.00%	For I = 0 To 1	
369	C:\IG\IG\PRE\FE.frm	Option2_Click	48	0	0	0.00%	0	0.00%	Text2(I) = Tyi(I + 2, Combo1.ListIndex + 1)	
370	C:\IG\IG\PRE\FE.frm	Option2_Click	49	0	0	0.00%	0	0.00%	Tyi(1, Combo1.ListIndex + 1) = Index	
371	C:\IG\IG\PRE\FE.frm	Option2_Click	50	0	0	0.00%	0	0.00%	Case Option1(2)	
372	C:\IG\IG\PRE\FE.frm	Option2_Click	38	0	0	0.00%	0	0.00%	Text2(1).Visible = False	
373	C:\IG\IG\PRE\FE.frm	Option2_Click	52	0	0	0.00%	0	0.00%	Text2(I) = Txs(I + 2, Combo1.ListIndex + 1)	
374	C:\IG\IG\PRE\FE.frm	Option2_Click	37	0	0	0.00%	0	0.00%	Frame4.Visible = True	
375	C:\IG\IG\PRE\FE.frm	Option2_Click	54	0	0	0.00%	0	0.00%	Case Option1(3)	
376	C:\IG\IG\PRE\FE.frm	Option2_Click	55	0	0	0.00%	0	0.00%	For I = 0 To 1	
377	C:\IG\IG\PRE\FE.frm	Option2_Click	56	0	0	0.00%	0	0.00%	Text2(I) = Tyd(I + 2, Combo1.ListIndex + 1)	
378	C:\IG\IG\PRE\FE.frm	Option2_Click	57	0	0	0.00%	0	0.00%	Tyd(1, Combo1.ListIndex + 1) = Index	
379	C:\IG\IG\PRE\FE.frm	Option2_Click	58	0	0	0.00%	0	0.00%	Case 3	
380	C:\IG\IG\PRE\FE.frm	Option2_Click	59	0	0	0.00%	0	0.00%	Frame4.Visible = True	
381	C:\IG\IG\PRE\FMalla.frm	Command1_Click	26	0	0	0.00%	0	0.00%	Me.Hide	
382	C:\IG\IG\PRE\FMalla.frm	Form_Activate	1	0	0	0.00%	0	0.00%	>>Entry Point<<	
383	C:\IG\IG\PRE\FMalla.frm	Form_Activate	2	0	0	0.00%	0	0.00%	CEscala	
384	C:\IG\IG\PRE\FMalla.frm	Form_Activate	3	0	0	0.00%	0	0.00%	ReDim Preserve Tmx(Ndx), Tmy(Ndy), L(Ndx), M(Ndy), PowX(Ndx),  PowY(Ndy), LL(Ndx), MM(Ndy)	
385	C:\IG\IG\PRE\FMalla.frm	Form_Activate	4	0	0	0.00%	0	0.00%	For K = 1 To Ndx	
386	C:\IG\IG\PRE\FMalla.frm	Form_Activate	5	0	0	0.00%	0	0.00%	BloqX(K) = "Bloque X " & Str(K)	
387	C:\IG\IG\PRE\FMalla.frm	Option2_Click	2	0	0	0.00%	0	0.00%	Picture1.Cls	
388	C:\IG\IG\PRE\FE.frm	Option2_Click	51	0	0	0.00%	0	0.00%	For I = 0 To 1	
389	C:\IG\IG\PRE\FE.frm	Option2_Click	23	0	0	0.00%	0	0.00%	Txi(1, Combo1.ListIndex + 1) = Index	
390	C:\IG\IG\PRE\FE.frm	Option2_Click	9	0	0	0.00%	0	0.00%	Tyi(1, Combo1.ListIndex + 1) = Index	
391	C:\IG\IG\PRE\FE.frm	Option2_Click	10	0	0	0.00%	0	0.00%	Case Option1(2)	
392	C:\IG\IG\PRE\FE.frm	Option2_Click	11	0	0	0.00%	0	0.00%	Txs(1, Combo1.ListIndex + 1) = Index	
393	C:\IG\IG\PRE\FE.frm	Option2_Click	12	0	0	0.00%	0	0.00%	Case Option1(3)	
394	C:\IG\IG\PRE\FE.frm	Option2_Click	13	0	0	0.00%	0	0.00%	Tyd(1, Combo1.ListIndex + 1) = Index	
395	C:\IG\IG\PRE\FE.frm	Option2_Click	14	0	0	0.00%	0	0.00%	Case 1	
396	C:\IG\IG\PRE\FE.frm	Option2_Click	15	0	0	0.00%	0	0.00%	Frame4.Visible = True	
397	C:\IG\IG\PRE\FE.frm	Option2_Click	16	0	0	0.00%	0	0.00%	Text2(1).Visible = False	
398	C:\IG\IG\PRE\FE.frm	Option2_Click	17	0	0	0.00%	0	0.00%	Text2(0).Visible = True	
399	C:\IG\IG\PRE\FE.frm	Option2_Click	18	0	0	0.00%	0	0.00%	Label3(0) = "T"	
400	C:\IG\IG\PRE\FE.frm	Option2_Click	19	0	0	0.00%	0	0.00%	Label3(1).Visible = False	
401	C:\IG\IG\PRE\FE.frm	Option2_Click	20	0	0	0.00%	0	0.00%	Case Option1(0)	
402	C:\IG\IG\PRE\FE.frm	Option2_Click	39	0	0	0.00%	0	0.00%	Text2(0).Visible = True	
403	C:\IG\IG\PRE\FE.frm	Option2_Click	22	0	0	0.00%	0	0.00%	Text2(I) = Txi(I + 2, Combo1.ListIndex + 1)	
404	C:\IG\IG\PRE\FMalla.frm	Form_Activate	8	0	0	0.00%	0	0.00%	Picture1.Cls	
405	C:\IG\IG\PRE\FE.frm	Option2_Click	24	0	0	0.00%	0	0.00%	Case Option1(1)	
406	C:\IG\IG\PRE\FE.frm	Option2_Click	25	0	0	0.00%	0	0.00%	For I = 0 To 1	
407	C:\IG\IG\PRE\FE.frm	Option2_Click	26	0	0	0.00%	0	0.00%	Text2(I) = Tyi(I + 2, Combo1.ListIndex + 1)	
408	C:\IG\IG\PRE\FE.frm	Option2_Click	27	0	0	0.00%	0	0.00%	Tyi(1, Combo1.ListIndex + 1) = Index	
409	C:\IG\IG\PRE\FE.frm	Option2_Click	28	0	0	0.00%	0	0.00%	Case Option1(2)	
410	C:\IG\IG\PRE\FE.frm	Option2_Click	29	0	0	0.00%	0	0.00%	For I = 0 To 1	
411	C:\IG\IG\PRE\FE.frm	Option2_Click	30	0	0	0.00%	0	0.00%	Text2(I) = Txs(I + 2, Combo1.ListIndex + 1)	
412	C:\IG\IG\PRE\FE.frm	Option2_Click	31	0	0	0.00%	0	0.00%	Txs(1, Combo1.ListIndex + 1) = Index	
413	C:\IG\IG\PRE\FE.frm	Option2_Click	32	0	0	0.00%	0	0.00%	Case Option1(3)	
414	C:\IG\IG\PRE\FE.frm	Option2_Click	33	0	0	0.00%	0	0.00%	For I = 0 To 1	
415	C:\IG\IG\PRE\FE.frm	Option2_Click	34	0	0	0.00%	0	0.00%	Text2(I) = Tyd(I + 2, Combo1.ListIndex + 1)	
416	C:\IG\IG\PRE\FE.frm	Option2_Click	35	0	0	0.00%	0	0.00%	Tyd(1, Combo1.ListIndex + 1) = Index	
417	C:\IG\IG\PRE\FE.frm	Option2_Click	36	0	0	0.00%	0	0.00%	Case 2	
418	C:\IG\IG\PRE\FE.frm	Option2_Click	21	0	0	0.00%	0	0.00%	For I = 0 To 1	
419	C:\IG\IG\PRE\FMalla.frm	Option1_Click	27	0	0	0.00%	0	0.00%	Option7 = True	
420	C:\IG\IG\PRE\FMalla.frm	Form_Activate	6	0	0	0.00%	0	0.00%	For K = 1 To Ndy	
421	C:\IG\IG\PRE\FMalla.frm	Option1_Click	14	0	0	0.00%	0	0.00%	Picture1.FillColor = QBColor(10)	
422	C:\IG\IG\PRE\FMalla.frm	Option1_Click	15	0	0	0.00%	0	0.00%	Text1 = BloqX(VScroll1)	
423	C:\IG\IG\PRE\FMalla.frm	Option1_Click	16	0	0	0.00%	0	0.00%	Text2 = L(VScroll1)	
424	C:\IG\IG\PRE\FMalla.frm	Option1_Click	17	0	0	0.00%	0	0.00%	Text3 = PowX(VScroll1)	
425	C:\IG\IG\PRE\FMalla.frm	Option1_Click	18	0	0	0.00%	0	0.00%	Case 1	
426	C:\IG\IG\PRE\FMalla.frm	Option1_Click	19	0	0	0.00%	0	0.00%	Option3 = True	
427	C:\IG\IG\PRE\FMalla.frm	Option1_Click	20	0	0	0.00%	0	0.00%	Case 2	
428	C:\IG\IG\PRE\FMalla.frm	Option1_Click	21	0	0	0.00%	0	0.00%	Option4 = True	
429	C:\IG\IG\PRE\FMalla.frm	Option1_Click	22	0	0	0.00%	0	0.00%	Case 3	
430	C:\IG\IG\PRE\FMalla.frm	Option1_Click	23	0	0	0.00%	0	0.00%	Option5 = True	
431	C:\IG\IG\PRE\FMalla.frm	Option1_Click	24	0	0	0.00%	0	0.00%	Case 4	
432	C:\IG\IG\PRE\FMalla.frm	Option1_Click	12	0	0	0.00%	0	0.00%	OldC = Picture1.FillColor	
433	C:\IG\IG\PRE\FMalla.frm	Option1_Click	26	0	0	0.00%	0	0.00%	Case 5	
